"CONTEXT", "ID", "TEXT"
"bulletin:11B","__________________________
FORGERIES

Double-check that required documents contain valid seals. 

Correlate missing or wrong seals against the appropriate entries in the DOCUMENTS chapter of your rulebook.","__________________________
FALSIFICAÇÕES

Certifique-se de que os documentos requeridos apresentam os selos válidos. 

Correlacione selos inexistentes ou falsos com o registro apropriado dentro do capítulo DOCUMENTOS de seu livro de regras."
"bulletin:13A","The new director is unsatisfied with the level of scrutiny afforded to foreigners.

From today forward, all foreign entrants must present a recent IDENTITY SUPPLEMENT listing weight, height, and appearance.

The rulebook DOCUMENTS chapter has been updated.","O novo diretor está insatisfeito com a baixa rigorosidade com a qual tratamos os estrangeiros.

A partir de hoje, todo aplicante estrangeiro deverá apresentar um CARTÃO COMPLEMENTAR recente que liste peso, altura e aparência.

O capítulo DOCUMENTOS do livro de regras foi atualizado."
"bulletin:14A","The Ministry of Justice has requested our support.

Daily bulletins will now contain a listing of the top 3 most wanted international criminals.

Check faces against entrants and detain suspects immediately.[PAGESNOTE]","O Ministério da Justiça requisitou a nossa cooperação.

Boletins diários conterão uma lista dos três mais procurados criminosos internacionais.

Compare-a com os rostos dos aplicantes e detenha os suspeitos imediatamente. [PAGESNOTE]"
"bulletin:16A","The Ministry of Justice has appropriated the outer guard detail. 

You are now responsible for controlling trespasser activity.

The provided key can be used to unlock the tranquilizer gun once an alarm has been raised.

Continued...[PAGESNOTE]","O Ministério da Justiça relocou os guardas da fronteira.

Você é agora o responsável por lidar com possíveis invasões.

A chave em anexo poderá ser usada para destrancar a arma tranquilizante quando o alarme for soado.

Continua...[PAGESNOTE]"
"bulletin:16B","__________________________
COMPENSATION

You will receive a bonus for stopping any trespasser. A smaller bonus is provided for firing on, but missing, your target.

__________________________
WEAPONS PROTOCOL

Review instructional diagram on following page.","__________________________
COMPENSAÇÃO

Você receberá um bônus por impedir um invasor. Um bônus menor será entregue caso atire mas não atinja o alvo.

__________________________
PROTOCOLO PARA ARMAS

Estude o diagrama institucional na página em anexo."
"bulletin:18A","Unfavorable international press has affected immigration protocol.

All denials must be accompanied by a REASON FOR DENIAL stamp.

A new computer inking system has been installed. Interrogate discrepancies to prime the REASON FOR DENIAL stamp.

Continued...","Exposição desfavorável na mídia internacional afetou o protocolo de imigração.

Todas as recusas devem ser acompanhadas de um carimbo de RAZÃO DA RECUSA.

Um novo sistema de impressão foi instalado. Questione as discrepâncias para gerar o carimbo de RAZÃO DA RECUSA.

Continua..."
"bulletin:18B","__________________________
DENIAL PROTOCOL

REASON FOR DENIAL stamp is activated on first interrogation.

When denying entry, stamp both DENIED and REASON FOR DENIAL on passport.

If applicant clarifies discrepancies sufficiently, approval is authorized even while REASON FOR DENIAL stamp remains available.","__________________________
PROTOCOLO DE RECUSA

O carimbo de RAZÃO DA RECUSA será ativado após o primeiro questionamento.

Ao recusar a entrada, carimbe tanto RECUSADO quanto a RAZÃO DA RECUSA no passaporte.

Se o aplicante for capaz de justificar as discrepâncias, a aprovação será autorizada mesmo enquanto o carimbo de RAZÃO DA RECUSA estiver disponível."
"bulletin:19A","Impor rejects all imported goods from Arstotzka.

Under request from the Ministry of Trade, the Ministry of Admission will react to this violation.

Deny all travelers from Impor.","Impor passou a rejeitar todos os bens importados de Arstotzka.

Atendendo ao pedido do Ministério do Comércio, o Ministério da Admissão tomará providências contra esse ultraje.

Recuse todos os viajantes de Impor."
"bulletin:20A","Impor has relented on their faulty policy.

Imporians are now permitted entry.

The divisional authority of East Grestin operations will visit again today.","Impor voltou atrás em sua decisão problemática.

A entrada de Imporianos é novamente permitida.

A autoridade das operações na divisa de Grestin Leste fará uma nova visita hoje."
"bulletin:21A","A special program for political asylum has been established.

Those seeking asylum must carry a valid GRANT OF ASYLUM.

Entrants with such a grant do not require an ENTRY PERMIT or an ID SUPPLEMENT.","Um programa especial para asilo político foi instituído.

Os que buscam asilo deverão apresentar uma GARANTIA DE ASILO válida.

Aplicantes que portarem essa garantia não serão obrigados a ter uma LICENÇA DE ENTRADA ou CARTÃO COMPLEMENTAR."
"bulletin:23A","Your position is important and your responsibilities are broad.

Follow all protocols strictly.","Sua posição é importante e suas responsabilidades são vastas.

Siga rigorosamente todos os protocolos."
"bulletin:24A","Recent events have cast suspicion on the activities of Arstotzkan citizens in the ALTAN district.

The Ministry of Information has requested our cooperation.

A special drawer for confiscating documents has been installed in your booth.

Continued...","Acontecimentos recentes trouxeram suspeita às atividades de cidadãos Arstotzkanos do distrito de ALTAN.

O Ministério da Informação requisitou a nossa cooperação.

Uma gaveta especial para o confisco de documentos foi instalada em sua cabine.

Continua..."
"bulletin:24B","The rulebook has been updated with information regarding confiscation policy.

Confiscate all Arstotzkan passports from residents living in ALTAN district.

Travelers may still be granted entry if passport is confiscated and no other rules are violated.

PASSPORT SEIZURE slips will be issued to allow entry or denial without a passport.","O livro de regras foi atualizado com informações sobre nossa política de confisco.

Confisque todos os passaportes dos Arstotzkanos residentes no distrito de ALTAN.

O aplicante ainda pode ser aprovado para a entrada caso o passaporte seja confiscado mas nenhuma outra regra violada.

Guias de PASSAPORTE CONFISCADO serão emitidas para permitir entrada ou recusa sem passaporte."
"bulletin:25A","United Federation citizens present a risk of spreading infectious disease.

Deny all entrants from United Federation.

Continue to confiscate Arstotzkan passports from residents living in ALTAN district.","Cidadãos da Federação Unida apresentam risco de transmissão de uma doença infecciosa.

Recuse todos os aplicantes da Federação Unida.

Continue a confiscar passaportes dos Arstotzkanos residentes no distrito de ALTAN."
"bulletin:26A","The risk of disease is too great. A new protocol has been instituted.

All entrants must carry a valid CERTIFICATE OF VACCINATION with an up-to-date POLIO vaccine.

This requirement extends to natives, foreigners, diplomats, and asylum seekers.

Continued...","O risco de infecção tornou-se alto demais. Um novo protocolo foi instituído.

Todo aplicante deverá apresentar um CARTÃO DE VACINAÇÃO válido com a vacina contra PÓLIO em dia.

Essa obrigação estende-se para nativos, estrangeiros, diplomatas e aos que buscam asilo.

Continua..."
"bulletin:26B","United Federation citizens are permitted entry with such certification.

Continue to confiscate Arstotzkan passports from residents living in ALTAN district.","Será permitida a entrada de cidadãos da Federação Unida que apresentarem tais certificados.

Continue a confiscar passaportes dos Arstotzkanos residentes no distrito de ALTAN."
"bulletin:27A","In order to improve efficiency, the ENTRY PERMIT and ID SUPPLEMENT have been consolidated into a single ACCESS PERMIT.

Foreigners are now required to present a valid ACCESS PERMIT.

Continued...","Em prol da eficiência, a LICENÇA DE ENTRADA e o CARTÃO COMPLEMENTAR foram consolidados numa única LICENÇA DE ACESSO.

Estrangeiros passam a ter que apresentar uma LICENÇA DE ACESSO válida.

Continua..."
"bulletin:27B","Yesterday's coordinated attack has prompted an emergency meeting. 

An important Kolechian negotiator will arrive today to discuss issues at this checkpoint.

Continue to confiscate Arstotzkan passports from residents living in ALTAN district.","O ataque coordenado de ontem incitou uma reunião de emergência.

Um importante negociador Kolechiano chegará hoje para discutir as questões deste posto de controle.

Continue a confiscar passaportes dos Arstotzkanos residentes no distrito de ALTAN."
"bulletin:28A","In response to continued attacks, the Ministry of Information is expanding the passport confiscation program.

Confiscate all Arstotzkan passports from native entrants.

There are no exceptions.

Do not confiscate foreign passports.","Em resposta aos contínuos ataques, o Ministério da Informação expandiu o programa de confisco de passaportes.

Confisque todos os passaportes de aplicantes Arstotzkanos.

Não haverá exceções.

Não confisque passaportes estrangeiros."
"bulletin:29A","[NOTICE] All government workers are subject to a thorough information audit. Involvement with unauthorized groups is grounds for immediate arrest.

Your audit is scheduled for: DECEMBER 24

DO NOT LEAVE YOUR DESIGNATED REGION.

Continued...","[NOTICE] Todos os funcionários públicos estão sujeitos a uma investigação completa. Envolvimento com grupos não autorizados é motivo para prisão imediata.

Sua auditoria está programada para: 24 de DEZEMBRO.

NÃO ABANDONE SUA REGIÃO DESIGNADA.

Continua..."
"bulletin:29B","Continue to confiscate all Arstotzkan passports from native entrants.","Continue a confiscar todos os passaportes de aplicantes Arstotzkanos."
"bulletin:30A","[NOTICE] All government workers are subject to a thorough information audit. Involvement with unauthorized groups is grounds for immediate arrest.

Your audit is scheduled for: DECEMBER 24

DO NOT LEAVE YOUR DESIGNATED REGION.

Continued...","[NOTICE] Todos os funcionários públicos estão sujeitos a uma investigação completa. Envolvimento com grupos não autorizados é motivo para prisão imediata.

Sua auditoria está programada para: 24 de DEZEMBRO.

NÃO ABANDONE SUA REGIÃO DESIGNADA.

Continua..."
"bulletin:30B","Continue to confiscate all Arstotzkan passports from native entrants.","Continue a confiscar todos os passaportes de aplicantes Arstotzkanos."
"bulletin:31A","The Ministry of Admission is involved in discussions regarding the closure of this checkpoint.

Until a decision is made, maintain your duties as ordered.

Continued...","O Ministério da Admissão está envolvido em discussões que tratam do fechamento desse posto de controle.

Até que uma decisão seja tomada, cumpra seu dever como ordenado.

Continua..."
"bulletin:31B","You are scheduled for an information audit tomorrow morning.

DO NOT LEAVE YOUR DESIGNATED REGION.

Continue to confiscate all Arstotzkan passports from native entrants.","Sua auditoria está agendada para ocorrer amanhã pela manhã.

NÃO ABANDONE SUA REGIÃO DESIGNADA.

Continue a confiscar todos os passaportes de aplicantes Arstotzkanos."
"facts","$paper: Invalid $fact","$paper: $fact inválido(a)"
"facts","Missing $paper","$paper ausente"
"facts","$0 DISTRICT","DISTRITO  $0"
"facts","Presence","Presença"
"facts","Sufficience","Suficiência"
"facts","Excellence","Excelência"
"facts","Obristan","Obristão"
"facts","Antegria","Antegria"
"facts","Republia","Republia"
"facts","UnitedFed","Fed. Unida"
"facts","Impor","Impor"
"facts","Kolechia","Kolechia"
"facts","Arstotzka","Arstotzka"
"facts","Skal","Skal"
"facts","Lorndaz","Lorndaz"
"facts","Mergerous","Mergerous"
"facts","St. Marmero","São Marmero"
"facts","Glorian","Glorian"
"facts","Outer Grouse","Perdiz"
"facts","True Glorian","Glorian Real"
"facts","Lesrenadi","Lesrenadi"
"facts","Bostan","Bostan"
"facts","Great Rapid","Grão Rapid"
"facts","Shingleton","Shingleton"
"facts","Korista City","Koristópolis"
"facts","Enkyo","Enkyo"
"facts","Haihan","Haihan"
"facts","Tsunkeido","Tsunkeido"
"facts","Yurko City","Yurkópolis"
"facts","Vedor","Vedor"
"facts","West Grestin","Grestin Oeste"
"facts","Orvech Vonor","Orvech Vonor"
"facts","East Grestin","Grestin Leste"
"facts","Paradizna","Paradizna"
"facts","Passport","Passaporte"
"facts","Entry Ticket","Bilhete"
"facts","Entry Permit","Lic. de Entrada"
"facts","Work Pass","V. de Trabalho"
"facts","Id Card","Identidade"
"facts","Id Supplement","C. Complementar"
"facts","Access Permit","Lic. de Acesso"
"facts","Diplomatic Auth","A. Diplomática"
"facts","Asylum Grant","Garantia de Asilo"
"facts","Vaccine Cert","C. de Vacinação"
"facts","Identity Record","Registro de Id."
"facts","Fingerprints","Impr. Digital"
"facts","Name","Nome"
"facts","Id Number","Nº Identidade"
"facts","Expiration Date","Vencimento"
"facts","Issuing City","Cidade"
"facts","Birth Date","Data de Nasc."
"facts","Alias","Nome Altern."
"facts","Height","Altura"
"facts","Weight","Peso"
"facts","Description","Descrição"
"facts","Thumbprint","Digital"
"facts","Date","Data"
"facts","Purpose","Propósito"
"facts","Duration","Estadia"
"facts","Face","Rosto"
"facts","District","Distrito"
"facts","Gender","Sexo"
"facts","Work End Date","Fim/Contrato"
"facts","Altan","Altan"
"facts","Vescillo","Vescillo"
"facts","Burnton","Burnton"
"facts","Octovalis","Octovalis"
"facts","Gennistora","Gennistora"
"facts","Lendiforma","Lendiforma"
"facts","Wozenfield","Wozenfield"
"facts","Fardesto","Fardesto"
"facts","DENTISTRY","ODONTOLOGIA"
"facts","HEALTH-CARE","SAÚDE"
"facts","GENERAL-LABOR","OPERARIADO"
"facts","ENGINEERING","ENGENHARIA"
"facts","SPORTS","ESPORTES"
"facts","ARCHITECTURE","ARQUITETURA"
"facts","FOOD-SERVICE","CULINÁRIA"
"facts","AVIATION","AVIAÇÃO"
"facts","ACCOUNTING","CONTABILIDADE"
"facts","FISHING","PESCA"
"facts","DRAFTING","ADMINISTRAÇÃO"
"facts","RESEARCH","PESQUISA"
"facts","FINE-ARTS","BELAS ARTES"
"facts","AGRICULTURE","AGRICULTURA"
"facts","MANUFACTURING","MANUFATURA"
"facts","CONSTRUCTION","CONSTRUÇÃO"
"facts","SURVEYING","GEOMÁTICA"
"facts","STATISTICS","ESTATÍSTICA"
"facts","POLIO","PÓLIO"
"facts","HPV","HPV"
"facts","COWPOX","VARÍOLA"
"facts","TETANUS","TÉTANO"
"facts","YEL.FEV.","FEBRE AM."
"facts","CHOLERA","CÓLERA"
"facts","RUBELLA","RUBÉOLA"
"facts","HEP-B","HEP-B"
"facts","MEASLES","SARAMPO"
"facts","TUBERC.","TUBERC."
"facts","2 DAYS","2 DIAS"
"facts","14 DAYS","14 DIAS"
"facts","1 MONTH","1 MÊS"
"facts","2 MONTHS","2 MESES"
"facts","3 MONTHS","3 MESES"
"facts","6 MONTHS","6 MESES"
"facts","1 YEAR","1 ANO"
"facts","FOREVER","VITALÍCIA"
"facts","visit","visita"
"facts","transit","tráfego"
"facts","work","trabalho"
"facts","immigrate","imigrar"
"facts","Possible Smuggler Admitted","Possível Contrabandista"
"facts","Missing documents","Documentos Incompletos"
"facts","Wanted criminal admitted","Criminoso Procurado"
"facts","Incorrect purpose response","Resposta Incorreta: Propósito"
"facts","Incorrect visit duration response","Resposta Incorreta: Estadia"
"facts","Passport: Non-matching photo","Foto Não Corresponde"
"facts","Forged Entry Permit","Licença de Entrada Falsa"
"facts","Forged Work Pass","Visto de Trabalho Falso"
"facts","Id Card: Non-matching photo","Foto Não Corresponde"
"facts","Forged Access Permit","Licença de Acesso Falsa"
"facts","No Diplomatic Access to Arstotzka","Diplomata sem Acesso à Arstotzka"
"facts","Forged Diplomatic Auth","Autoriz. Diplomática Falsa"
"facts","Forged Asylum Grant Seal","Selo Falso na Garantia de Asilo"
"facts","Necessary vaccine expired","Vacina Vencida"
"facts","Missing necessary vaccine","Sem Vacina Obrigatória"
"facts","Name does not match record","Nome não Bate com Registro"
"facts","Alias does not match record","Nome Alt. não Bate com Registro"
"facts","Fingerprints do not match record","Digitais não Batem com Registro"
"facts","Cobrastan is not a real country","Cobrastão não Existe"
"facts","No entry from Antegria","Proibidos antegrianos"
"facts","No entry from Arstotzka","Proibidos arstotzkanos"
"facts","No entry from Republia","Proibidos republianos"
"facts","No entry from United Fed","Proibidos confederados"
"facts","No entry from Obristan","Proibidos obristanos"
"facts","No entry from Impor","Proibidos imporianos"
"facts","No entry from Kolechia","Proibidos kolechianos"
"facts","Possible Terrorist Admitted","Possível Terrorista"
"facts","Entrant Holds Conflicting Passports","Passaportes Conflitantes"
"facts","Entrant must have a passport","Aplicante deve ter um passaporte"
"facts","Foreigners require an entry permit","Estrangeiro deve ter Licença de Entrada"
"facts","Foreigners require an entry ticket","Estrangeiro deve ter Bilhete de Acesso"
"facts","All documents must be current","Todos os documentos devem estar em dia"
"facts","Workers must have a work pass","Trabalhador deve
ter Visto de Trabalho"
"facts","Citizens must have an id card","Cidadão deve apre- sentar Identidade"
"facts","Foreigners require an id supplement","Estrangeiro deve ter Cartão Complementar"
"facts","Arstotzkan citizens only","Somente nativos de Arstotzka permitidos"
"facts","No entry from United Federation","Proibidos viajantes da Federação Unida"
"facts","No weapons or contraband","Contrabandos e armas são proibidos"
"facts","All Kolechians must be searched","Kolechianos devem ser todos revistados"
"facts","Diplomats require authorization","Diplomata deve ter
autorização"
"facts","Entrant must have polio vaccine cert","Aplicante deve estar vacinado contra Pólio"
"facts","Asylum seekers must have a grant","Requerente de asilo deve ter a garantia"
"facts","Foreigners require an access permit","Estrangeiro deve ter Licença de Acesso"
"facts","CONFISCATE ARSTOTZKAN PASSPORTS BELONGING TO ALTAN RESIDENTS.","CONFISCAR PASSAPORTES ARSTOTZKANOS DOS RESIDENTES DE ALTAN."
"facts","CONFISCATE ALL ARSTOTZKAN PASSPORTS. NO EXCEPTIONS.","CONFISCAR TODO PASSAPORTE ARSTOTZKANO. SEM EXCEÇÕES."
"facts","Passport not confiscated","Passaporte não confiscado"
"paper:SecondPassport","West Grestin","Grestin Oeste"
"paper:Rules","Basic Rules","Regras Básicas"
"paper:Rules","Regional Map","Mapa Regional"
"paper:Rules","Booth Info","Sobre a Cabine"
"paper:Rules","Documents","Documentos"
"paper:Rules","Confiscation","Confisco"
"paper:Rules","Obristan","Obristão"
"paper:Rules","Antegria","Antegria"
"paper:Rules","Republia","Republia"
"paper:Rules","United","Federação"
"paper:Rules","Federation","Unida"
"paper:Rules","Impor","Impor"
"paper:Rules","Kolechia","Kolechia"
"paper:Rules","Arstotzka","Arstotzka"
"paper:Rules","ANTEGRIA","ANTEGRIA"
"paper:Rules","ARSTOTZKA","ARSTOTZKA"
"paper:Rules","IMPOR","IMPOR"
"paper:Rules","KOLECHIA","KOLECHIA"
"paper:Rules","OBRISTAN","OBRISTÃO"
"paper:Rules","REPUBLIA","REPUBLIA"
"paper:Rules","UNITED FED.","FED. UNIDA"
"paper:Rules","Id Card (Native)","Identidade (Nativa)"
"paper:Rules","Entry Permit","Licença de Entrada"
"paper:Rules","Id Supplement","Cartão Complementar"
"paper:Rules","Access Permit","Licença de Acesso"
"paper:Rules","Work Pass","Visto de Trabalho"
"paper:Rules","Diplomatic Auth.","Autoriz. Diplomática"
"paper:Rules","Grant of Asylum","Garantia de Asilo"
"paper:Rules","Vaccine Cert.","Cartão de Vacinação"
"intro","Congratulations.","Congratulações."
"intro","The October labor lottery is complete. Your name was pulled.","A loteria de outubro foi concluída. Seu nome foi selecionado."
"intro","For immediate placement, report to the Ministry of Admission at Grestin Border Checkpoint.","Compareça ao Ministério da Admissão no Posto da Fronteira de Grestin para relocação imediata."
"intro","An apartment will be provided for you and your family in East Grestin. Expect a Class-8 dwelling.","Um apartamento será providenciado para você e sua família em Grestin Leste."
"intro","Glory to Arstotzka.","Glória à Arstotzka."
"end:in-debt","Arstotzka has zero tolerance for delinquency.","Arstotzka não tolera delinquência."
"end:in-debt","Your family will be sent back to their village.","Sua família retornará à sua vila natal."
"end:in-debt","You are under arrest until your debts are repaid.","Você permanecerá encarcerado até que sua dívida seja paga."
"end:in-debt","A replacement inspector will be found easily.","Um inspetor substituto será encontrado sem esforço."
"end:in-debt","Glory to Arstotzka.","Glória à Arstotzka."
"end:family-dead","Your entire family is gone.","Toda a sua família está morta."
"end:family-dead","The Ministry Of Labor focuses on Arstotzka's future growth.","O Ministério do Trabalho prima pelo desenvolvimento e o futuro de Arstotzka."
"end:family-dead","Workers are expected to support large healthy families.","Trabalhadores devem ser capazes de sustentar famílias grandes e saudáveis."
"end:family-dead","Your position will be filled by someone more appropriate.","Seu cargo será preenchido por alguém mais competente."
"end:family-dead","Glory to Arstotzka.","Glória à Arstotzka."
"end:turned-over-ezic-docs","You are under arrest for associating with suspicious groups.","Você foi preso por associar-se à grupos suspeitos."
"end:turned-over-ezic-docs","The Ministry of Information will perform a full audit of your recent activities.","O Ministério da Informação realizará uma investigação completa de suas atividades recentes."
"end:turned-over-ezic-docs","Glory to Arstotzka.","Glória à Arstotzka."
"end:caught-with-ezic-money","The Ministry of Income has discovered an anomaly in your earnings.","O Ministério da Receita encontrou uma anomalia em seus lucros."
"end:caught-with-ezic-money","You are under arrest pending a full audit of your recent activities.","Você está preso e uma investigação completa de suas atividades recentes será realizada."
"end:caught-with-ezic-money","Your family will likewise be held for questioning.","Sua família também será detida para questionamento."
"end:caught-with-ezic-money","The border will remain open under a replacement inspector.","A fronteira continuará aberta sob os cuidados de um inspetor substituto."
"end:caught-with-ezic-money","Glory to Arstotzka.","Glória à Arstotzka."
"end:killed-innocent","You are under arrest for the murder of an innocent.","Você foi preso pelo assassinato de um inocente."
"end:killed-innocent","The penalty is death.","A pena será a morte."
"end:killed-innocent","Your family will be questioned about their involvement.","Sua família será interrogada pelo envolvimento."
"end:killed-innocent","The border will remain open under a replacement inspector.","A fronteira continuará aberta sob os cuidados de um inspetor substituto."
"end:killed-innocent","Glory to Arstotzka.","Glória à Arstotzka."
"end:tranqed-innocent","You are under arrest for attacking an innocent.","Você foi preso por atacar um inocente."
"end:tranqed-innocent","The penalty is forced labor.","A pena será trabalho forçado."
"end:tranqed-innocent","Your family will be questioned about their involvement.","Sua família será interrogada pelo envolvimento."
"end:tranqed-innocent","The border will remain open under a replacement inspector.","A fronteira continuará aberta sob os cuidados de um inspetor substituto."
"end:tranqed-innocent","Glory to Arstotzka.","Glória à Arstotzka."
"end:killed-guard","You are under arrest for the murder of an Arstotzkan official.","Você foi preso pelo assassinato de um oficial Arstotzkano."
"end:killed-guard","The penalty is death.","A pena será a morte."
"end:killed-guard","Your family will be questioned about their involvement.","Sua família será interrogada pelo envolvimento."
"end:killed-guard","The border will remain open under a replacement inspector.","A fronteira continuará aberta sob os cuidados de um inspetor substituto."
"end:killed-guard","Glory to Arstotzka.","Glória à Arstotzka."
"end:tranqed-guard","You are under arrest for attacking an Arstotzkan official.","Você foi preso por atacar um oficial Arstotzkano."
"end:tranqed-guard","The penalty is death.","A pena será a morte."
"end:tranqed-guard","Your family will be questioned about their involvement.","Sua família será interrogada pelo envolvimento."
"end:tranqed-guard","The border will remain open under a replacement inspector.","A fronteira continuará aberta sob os cuidados de um inspetor substituto."
"end:tranqed-guard","Glory to Arstotzka.","Glória à Arstotzka."
"end:killed-target","You are under arrest for the murder of an innocent.","Você foi preso pelo assassinato de um inocente."
"end:killed-target","The penalty is death.","A pena será a morte."
"end:killed-target","Your family will be questioned about their involvement.","Sua família será interrogada pelo envolvimento."
"end:killed-target","The border will remain open under a replacement inspector.","A fronteira continuará aberta sob os cuidados de um inspetor substituto."
"end:killed-target","Glory to Arstotzka.","Glória à Arstotzka."
"end:killed-target","[A note appears from under the cell door]","[Um bilhete surge debaixo da porta da cela]"
"end:killed-target","INSPECTOR - FAMILY IS SAFE - TARGET ELIMINATED BUT OTHER PROBLEMS ARISE","INSPETOR - FAMÍLIA ESTÁ SALVO - ALVO ELIMINADO MAS OUTROS PROBLEMAS SURGEM"
"end:killed-target","REPLACEMENT INSPECTOR NOT COOPERATIVE - EZIC ACTIVITIES HINDERED","INSPETOR SUBSTITUTO NÃO COOPERATIVO - ATIVIDADES DA EZIC PREJUDICADAS"
"end:killed-target","WE CANNOT PROVIDE FURTHER SUPPORT - EZIC TO HIBERNATE AGAIN","INCAPAZES DE CONTINUAR A AJUDAR - EZIC DORMIRÁ NOVAMENTE"
"end:killed-target","FAMILY WILL BE TAKEN TO OBRISTAN - GOOD LUCK","FAMÍLIA SERÁ LEVADA PARA OBRISTÃO - BOA SORTE"
"end:tranqed-target","You are under arrest for attacking an innocent.","Você foi preso por atacar um inocente."
"end:tranqed-target","The penalty is forced labor.","A pena será trabalho forçado."
"end:tranqed-target","Your family will be questioned about their involvement.","Sua família será interrogada pelo envolvimento."
"end:tranqed-target","The border will remain open under a replacement inspector.","A fronteira continuará aberta sob os cuidados de um inspetor substituto."
"end:tranqed-target","Glory to Arstotzka.","Glória à Arstotzka."
"end:tranqed-target","[A note appears from under the cell door]","[Um bilhete surge debaixo da porta da cela]"
"end:tranqed-target","INSPECTOR - FAMILY IS SAFE - TARGET HAS RECOVERED IN HOSPITAL","INSPETOR - FAMÍLIA ESTÁ SALVO - ALVO SE RECUPEROU EM HOSPITAL"
"end:tranqed-target","REPLACEMENT INSPECTOR NOT COOPERATIVE - EZIC ACTIVITIES HINDERED","INSPETOR SUBSTITUTO NÃO COOPERATIVO - ATIVIDADES DA EZIC PREJUDICADAS"
"end:tranqed-target","WE CANNOT PROVIDE FURTHER SUPPORT - EZIC TO HIBERNATE AGAIN","SOMOS INCAPAZES DE CONTINUAR A AJUDAR - EZIC DORMIRÁ NOVAMENTE"
"end:tranqed-target","FAMILY WILL BE TAKEN TO OBRISTAN - GOOD LUCK","FAMÍLIA SERÁ LEVADA PARA OBRISTÃO - BOA SORTE"
"end:stuff-on-walls","You are under arrest for violating direct orders.","Você foi preso por violar ordens diretas."
"end:stuff-on-walls","The penalty is forced labor.","A pena será trabalho forçado."
"end:stuff-on-walls","Your family will be sent back to their village.","Sua família retornará à vila de onde veio."
"end:stuff-on-walls","The border will remain open under a replacement inspector.","A fronteira continuará aberta sob os cuidados de um inspetor substituto."
"end:stuff-on-walls","Glory to Arstotzka.","Glória à Arstotzka."
"end:arrested-boss-buddy","Your supervisor has reported you for theft of Arstotzkan property.","Seu supervisor te denunciou pelo furto de propriedade Arstotzkana."
"end:arrested-boss-buddy","The penalty is forced labor.","A pena será trabalho forçado."
"end:arrested-boss-buddy","Your family will be sent back to their village.","Sua família retornará à sua vila natal."
"end:arrested-boss-buddy","The border will remain open under a replacement inspector.","A fronteira continuará aberta sob os cuidados de um inspetor substituto."
"end:arrested-boss-buddy","Glory to Arstotzka.","Glória à Arstotzka."
"end:wall-destroyed","The Grestin Border wall has been destroyed.","O muro da Fronteira de Grestin foi destruído."
"end:wall-destroyed","You are under arrest for failure to defend the checkpoint.","Você foi preso pelo fracasso em defender o posto de controle."
"end:wall-destroyed","Your family will be sent back to their village.","Sua família retornará à sua vila natal."
"end:wall-destroyed","The border will reopen under a replacement inspector.","A fronteira será reaberta por um inspetor substituto."
"end:wall-destroyed","Glory to Arstotzka.","Glória à Arstotzka."
"end:help-ezic-kill-attackers-wall-safe","Hello inspector.","Olá, inspetor."
"end:help-ezic-kill-attackers-wall-safe","We have audited your recent activities.","Concluímos a investigação de suas atividades recentes."
"end:help-ezic-kill-attackers-wall-safe","Your involvement with a group calling themselves THE ORDER OF THE EZIC STAR has been uncovered.","Seu envolvimento com um grupo autointitulado A ORDEM DA ESTRELA EZIC foi descoberto."
"end:help-ezic-kill-attackers-wall-safe","Several members of this group have been arrested in Arstotzka.","Vários membros desse grupo foram apreendidos em Arstotzka."
"end:help-ezic-kill-attackers-wall-safe","At least one EZIC member has confessed to receiving your help.","Um ou mais membros da EZIC confessaram sua colaboração."
"end:help-ezic-kill-attackers-wall-safe","This represents treason of the highest order.","Isto representa traição da mais alta ordem."
"end:help-ezic-kill-attackers-wall-safe","Goodbye inspector.","Adeus, inspetor."
"end:help-ezic-kill-attackers-wall-safe","The execution is scheduled for tonight.","Sua execução está programada para hoje à noite."
"end:help-ezic-kill-attackers-wall-safe","Your family's safety is unknown.","A segurança de sua família é uma incógnita."
"end:help-ezic-kill-attackers-wall-safe","EZIC has been crushed. The balance of justice is restored.","EZIC foi destruída. O equilíbrio da justiça foi restaurado."
"end:help-ezic-kill-attackers-wall-safe","Glory to Arstotzka.","Glória à Arstotzka."
"end:help-ezic-kill-attackers-wall-safe","[A note appears from under the cell door]","[Um bilhete surge debaixo da porta da cela]"
"end:help-ezic-kill-attackers-wall-safe","INSPECTOR - YOU HAVE BETRAYED US AT THE LAST MOMENT","INSPETOR - VOCÊ NOS TRAIU NO ÚLTIMO SEGUNDO"
"end:help-ezic-kill-attackers-wall-safe","THIS CHAPTER OF EZIC IS OVER - WE CAN OFFER NO HELP TO YOUR FAMILY","ESSE CAPÍTULO DA EZIC CHEGA AO FIM - SOMOS INCAPAZES DE AJUDAR SUA FAMÍLIA"
"end:help-ezic-kill-attackers-wall-destroyed","The border has been pierced.","A fronteira foi invadida."
"end:help-ezic-kill-attackers-wall-destroyed","It is a glorious day for THE ORDER OF THE EZIC STAR but you have betrayed us at the last moment.","É um dia glorioso para A ORDEM DA ESTRELA EZIC embora você nos tenha traído no último segundo."
"end:help-ezic-kill-attackers-wall-destroyed","EZIC grows strong while the corrupt and greedy weaken.","A EZIC se fortalece enquanto os corruptos e gananciosos definham."
"end:help-ezic-kill-attackers-wall-destroyed","Your betrayal means you have chosen the wrong side.","Sua traição mostra que escolheu o lado errado."
